"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"#BTVIExclusive Sources: @jetairways - U.S. EXIM Bank Seeks DGCA Approval To Deregister 6 Boeing 777s

U.S. EXIM Ban… https://t.co/OvHekQqGfC",FALSE,22,NA,2019-06-12 09:16:32,TRUE,NA,"1138736835251720193",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BTVI",11,FALSE,FALSE,NA,NA
"RT @WH_Aviation84: @United @Boeing 777-222 (N212UA) arrives @IAH Intercontinental Airport.  Houston, Tx #Houston #AvGeek #Boeing777 #B777 #…",FALSE,0,NA,2019-06-12 09:05:23,FALSE,NA,"1138734026938888192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UnitedFlyerHD",5,TRUE,FALSE,NA,NA
"RT @WH_Aviation84: @United @Boeing 777-222 (N212UA) arrives @IAH Intercontinental Airport.  Houston, Tx #Houston #AvGeek #Boeing777 #B777 #…",FALSE,0,NA,2019-06-12 09:03:31,FALSE,NA,"1138733557701140480",NA,"<a href=""https://tburgess.co.uk"" rel=""nofollow"">TwitBasher</a>","brgsstm",5,TRUE,FALSE,NA,NA
"RT @WH_Aviation84: @United @Boeing 777-222 (N212UA) arrives @IAH Intercontinental Airport.  Houston, Tx #Houston #AvGeek #Boeing777 #B777 #…",FALSE,0,NA,2019-06-12 09:02:28,FALSE,NA,"1138733292637888512",NA,"<a href=""http://www.planespottingiscool.com"" rel=""nofollow"">PlaneSpotterRetweet</a>","PlaneSpotIsCool",5,TRUE,FALSE,NA,NA
"@United @Boeing 777-222 (N212UA) arrives @IAH Intercontinental Airport.  Houston, Tx #Houston #AvGeek #Boeing777… https://t.co/uSdiqLiyLL",FALSE,12,"united",2019-06-12 08:59:59,TRUE,NA,"1138732669255278592","260907612","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WH_Aviation84",5,FALSE,FALSE,NA,NA
".@Lufthansa Technik deploys their new ’Robot Controlled Cockpit Electronics Testing’ (ROCCET) to perform automated… https://t.co/ObCn60uOzB",FALSE,0,NA,2019-06-12 08:30:05,TRUE,NA,"1138725144765931520",NA,"<a href=""https://readyforsocial.com/"" rel=""nofollow"">ReadyForSocial App</a>","bernhard_o",0,FALSE,FALSE,NA,NA
"RT @GEAviation: How do you hang the world's largest engine on the wing of a #747-400 test plane? @Boeing designed a pylon that cantilevers…",FALSE,0,NA,2019-06-12 08:21:42,FALSE,NA,"1138723035723100160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashleyHnttw",68,TRUE,FALSE,NA,NA
"RT @GEAviation: How do you hang the world's largest engine on the wing of a #747-400 test plane? @Boeing designed a pylon that cantilevers…",FALSE,0,NA,2019-06-12 08:19:55,FALSE,NA,"1138722584898560000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","afaq_aerotech",68,TRUE,FALSE,NA,NA
"RT @AirwiseNews: Boeing delivered 30 commercial aircraft in May, down from 68 in the same month last year, as the grounding of the 737 MAX…",FALSE,0,NA,2019-06-12 08:15:26,FALSE,NA,"1138721458581118976",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kensymo",1,TRUE,FALSE,NA,NA
"RT @Albert_Aldrete: @realDonaldTrump   I nominate this tweet as the dumbest tweet ever in history, by all of human kind.  Everybody just bo…",FALSE,0,NA,2019-06-12 07:55:36,FALSE,NA,"1138716467862548480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","who__farted",1,TRUE,FALSE,NA,NA
"RT @GEAviation: How do you hang the world's largest engine on the wing of a #747-400 test plane? @Boeing designed a pylon that cantilevers…",FALSE,0,NA,2019-06-12 07:49:24,FALSE,NA,"1138714905324982273",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kayos_travels",68,TRUE,FALSE,NA,NA
"@endaburke81 @BoeingAirplanes @Boeing Love the picture, Enda! Hope we'll get to welcome you onboard again soon. -Anna",FALSE,1,"endaburke81",2019-06-12 07:32:56,FALSE,"1138708105334796289","1138710760094224384","43183960","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","SouthwestAir",0,FALSE,FALSE,NA,NA
"RT @shukla_tarun: Another shot @Boeing 737. #fwded #pics. https://t.co/GgtF8gfiVE",FALSE,0,NA,2019-06-12 07:28:24,FALSE,NA,"1138709621735010304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","agrawalharsh_93",6,TRUE,FALSE,NA,NA
"RT @Boeing: Ever wonder what an air show is? Here's a glimpse of what to expect next week as we join our aerospace competitors and partners…",FALSE,0,NA,2019-06-12 07:15:33,FALSE,NA,"1138706387725410304",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","tweet_patrice",164,TRUE,FALSE,NA,NA
"RT @shukla_tarun: Another shot @Boeing 737. #fwded #pics. https://t.co/GgtF8gfiVE",FALSE,0,NA,2019-06-12 07:11:03,FALSE,NA,"1138705253816078337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PDuggiraala",6,TRUE,FALSE,NA,NA
"Another shot @Boeing 737. #fwded #pics. https://t.co/GgtF8gfiVE",FALSE,19,"shukla_tarun",2019-06-12 07:06:42,FALSE,"1138703871130267649","1138704161581617152","138142342","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shukla_tarun",6,FALSE,FALSE,NA,NA
"dear boomboom, @Boeing and @LockheedMartin already landed on planet Mars !  1997 Pathfinder was there! 22 years ago… https://t.co/b7X2rJCvTv",FALSE,0,NA,2019-06-12 06:33:52,TRUE,NA,"1138695895871102976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AlasehirChurch",0,FALSE,FALSE,NA,NA
"Delta’s CEO says the @Boeing 737 Max 8 scandal has “traumatized” the aviation industry https://t.co/nRzv5dM8dl via… https://t.co/OMMOeGCUUd",FALSE,1,NA,2019-06-12 06:31:27,TRUE,NA,"1138695290720964608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoeandBullish",0,FALSE,FALSE,NA,NA
"RT @GEAviation: How do you hang the world's largest engine on the wing of a #747-400 test plane? @Boeing designed a pylon that cantilevers…",FALSE,0,NA,2019-06-12 06:23:28,FALSE,NA,"1138693280512774144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dubmission2",68,TRUE,FALSE,NA,NA
"@Boeing @BoeingAirplanes @Airbus diesel or gas engine aeroplanes not possible ?",FALSE,0,"Boeing",2019-06-12 06:06:00,FALSE,NA,"1138688885251121152","25103967","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pokiripaul",0,FALSE,FALSE,NA,NA
"Before the pictures get ""old"". <U+0001F609>
@AmericanAir's @Boeing 767-323 (N384AA) after its first flight from @PHLAirport to… https://t.co/vvcVjAgFCX",FALSE,1,NA,2019-06-12 06:05:44,TRUE,NA,"1138688815877492736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JulianRoepcke",0,FALSE,FALSE,NA,NA
"RT @PGZ_pl: Thanks to all of our participants, special guests, partners and guest speakers @MON_GOV_PL @Raytheon @Boeing @UTC @LockheedMart…",FALSE,0,NA,2019-06-12 06:04:15,FALSE,NA,"1138688444002185216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BGK_pl",7,TRUE,FALSE,NA,NA
"RT @yicaichina: .@Boeing's airplane deliveries fell by over half in May as its top-selling #737MAX continues to be grounded. Deliveries fel…",FALSE,0,NA,2019-06-12 05:59:29,FALSE,NA,"1138687243361669120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FakeWelt",1,TRUE,FALSE,NA,NA
"RT @rjmaclean: For years I’ve been tracking unaccountable #whistleblower retaliation at @DHSgov @Boeing @FAANews—no one cared. The ONLY rea…",FALSE,0,NA,2019-06-12 05:43:09,FALSE,NA,"1138683132142587905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","whistleblowing",12,TRUE,FALSE,NA,NA
".@Boeing's airplane deliveries fell by over half in May as its top-selling #737MAX continues to be grounded. Delive… https://t.co/k5uWz6Mnom",FALSE,0,NA,2019-06-12 05:42:50,TRUE,NA,"1138683052387840001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yicaichina",1,FALSE,FALSE,NA,NA
"RT @Boeing: Ever wonder what an air show is? Here's a glimpse of what to expect next week as we join our aerospace competitors and partners…",FALSE,0,NA,2019-06-12 05:31:24,FALSE,NA,"1138680177075073024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrunoTrevidic",164,TRUE,FALSE,NA,NA
"@endaburke81 @IronMaiden @EMA_Airport @Boeing @BoeingAirplanes Awesome. Flight 666 <U+0001F3B8>",FALSE,1,"endaburke81",2019-06-12 05:21:07,FALSE,"1138358284946214913","1138677590082883584","43183960","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","damaincone",0,FALSE,FALSE,NA,NA
"Boeing delivered 30 commercial aircraft in May, down from 68 in the same month last year, as the grounding of the 7… https://t.co/YzMFPZlk7m",FALSE,0,NA,2019-06-12 04:53:03,TRUE,NA,"1138670526996500480",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AirwiseNews",1,FALSE,FALSE,NA,NA
"RT @ChinaRosy: @ann_cannon @bannerite @YouTube @amaddow Hard 2say. While there seems 2B a greater fervor 4TRUTHS in media, there are others…",FALSE,0,NA,2019-06-12 04:46:45,FALSE,NA,"1138668940169662464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","susanna_g888",1,TRUE,FALSE,NA,NA
"@Boeing @salondubourget Just so you have it, this is the most harmful part of my investigation on the 1991 billiona… https://t.co/M0TkH79Qcs",FALSE,0,"a_diener",2019-06-12 04:21:35,TRUE,"1138661658262265856","1138662609010417664","21943036","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","a_diener",0,FALSE,FALSE,NA,NA
"@Boeing @salondubourget Deposal was done 8/8/17 and I have served as President for 21 months attempting to make my… https://t.co/rD1Fdh3iml",FALSE,0,"a_diener",2019-06-12 04:17:49,TRUE,"1138660662995894273","1138661658262265856","21943036","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","a_diener",0,FALSE,FALSE,NA,NA
"@CNNBusiness They won't for 18 months.
The @FAASafetyBrief &amp; @Boeing need to sort them selves out.
The FAA is the m… https://t.co/5nXHa97wy1",FALSE,0,"CNNBusiness",2019-06-12 04:17:18,TRUE,"1138657453690802176","1138661527626702848","16184358","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FawkeEU",0,FALSE,FALSE,NA,NA
"@Boeing @salondubourget Real Air Show w/ my gold ships, traverse our Sun. We need to fight for our discretionary in… https://t.co/ZnL4Mm0cNn",FALSE,0,"Boeing",2019-06-12 04:13:52,TRUE,"1138045750435373062","1138660662995894273","25103967","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","a_diener",0,FALSE,FALSE,NA,NA
"RT @guillaumelaffon: <U+0001F1F2><U+0001F1EC>Pushback<U+0001F1F2><U+0001F1EC> While we were starting the engines, I spotted this beauty <U+0001F4F8> Do you have any idea about the airline/aircra…",FALSE,0,NA,2019-06-12 04:06:30,FALSE,NA,"1138658811793870848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bernoulliflyer",14,TRUE,FALSE,NA,NA
"RT @Boeing: From our team to yours, @Airbus, happy 50th anniversary. https://t.co/Gbnj1m5H95",FALSE,0,NA,2019-06-12 03:58:34,FALSE,NA,"1138656813472145409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tabishun0217",1191,TRUE,FALSE,NA,NA
"It is surprising that @Boeing and @FAANews put the aircraft in circulation without truly validating its safety. Cle… https://t.co/CPq2zq8yd3",FALSE,0,NA,2019-06-12 03:49:49,TRUE,NA,"1138654613341646848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CanadaProtect",0,FALSE,FALSE,NA,NA
"@evboyle @StateDept @StateDeptPM @LockheedMartin @Boeing @Raytheon @generaldynamics @northropgrumman KSA arms impor… https://t.co/9MwxrYanVU",FALSE,0,"evboyle",2019-06-12 03:42:17,TRUE,"1138451123193491463","1138652718673928192","18586126","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MohseneGharibi",0,FALSE,FALSE,NA,NA
"@evboyle @StateDept @StateDeptPM @LockheedMartin @Boeing @Raytheon @generaldynamics @northropgrumman In 2018, Saudi… https://t.co/Z7Qh3Zxsae",FALSE,1,"evboyle",2019-06-12 03:41:33,TRUE,"1138451123193491463","1138652533537288193","18586126","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MohseneGharibi",0,FALSE,FALSE,NA,NA
"RT @GEAviation: How do you hang the world's largest engine on the wing of a #747-400 test plane? @Boeing designed a pylon that cantilevers…",FALSE,0,NA,2019-06-12 03:33:15,FALSE,NA,"1138650441678434305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MuazLatif",68,TRUE,FALSE,NA,NA
"RT @Boeing: Ever wonder what an air show is? Here's a glimpse of what to expect next week as we join our aerospace competitors and partners…",FALSE,0,NA,2019-06-12 03:18:41,FALSE,NA,"1138646775953149952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","s_planes",164,TRUE,FALSE,NA,NA
"RT @create33pnw: T-minus 2 days until our Reverse Pitch event! @Microsoft, @amazon &amp; @Boeing will be pitching #AR #VR #Voice startups on th…",FALSE,0,NA,2019-06-12 03:13:56,FALSE,NA,"1138645582631751680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joanbajorek",6,TRUE,FALSE,NA,NA
"@abbydphillip @Facebook seemed oddly over prepared in press around Pelosi video given such short time. @Boeing and… https://t.co/h4MYDHezMW",FALSE,1,"abbydphillip",2019-06-12 03:11:40,TRUE,"1138499865149890561","1138645012831461376","126722715","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","douglittlejr",1,FALSE,FALSE,NA,NA
"RT @GEAviation: How do you hang the world's largest engine on the wing of a #747-400 test plane? @Boeing designed a pylon that cantilevers…",FALSE,0,NA,2019-06-12 03:07:43,FALSE,NA,"1138644017447522305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nafiszahid",68,TRUE,FALSE,NA,NA
"RT @PGZ_pl: Thanks to all of our participants, special guests, partners and guest speakers @MON_GOV_PL @Raytheon @Boeing @UTC @LockheedMart…",FALSE,0,NA,2019-06-12 03:02:42,FALSE,NA,"1138642757206126592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AGNIESZKADZIU10",7,TRUE,FALSE,NA,NA
"RT @GEAviation: How do you hang the world's largest engine on the wing of a #747-400 test plane? @Boeing designed a pylon that cantilevers…",FALSE,0,NA,2019-06-12 02:57:07,FALSE,NA,"1138641349249556480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ginasblog",68,TRUE,FALSE,NA,NA
"RT @ScottWTHR: My special report started with a phone call. “Scott, I met someone who says he knows what happened to that Malaysia plane th…",FALSE,0,NA,2019-06-12 02:53:55,FALSE,NA,"1138640546820513798",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SherryG_04",1,TRUE,FALSE,NA,NA
